Title,Owner,State,City/District,Periodity
INDIAN INDUSTRIAL SOURCES,INDUSTRIAL MAGAZINE PVT. LTD.,MAH,MUMBAI,M
TOURIST INDIA INTERNATIONAL,PRESS & PUBLICITY SYNDICATE OF INDIA,MAH,MUMBAI,M
A &S INDIA,OIL ASIA PUBLICATION PVT LTD,MAH,MUMBAI,M
MACHINE INDIA,COLOUR PUBLICATIONS PVT. LTD.,MAH,MUMBAI,M
INDIAN FOOD FIELD REPORTER,G.A.SWAMI AND NARESH KUMAR,MAH,MUMBAI,M
INDIAN LABOUR REVIEW,JAYANT PRAGJI THAKKAR,MAH,MUMBAI,M
INDIAN LAW REVIEW,K.K. BUBANESWARI,MAH,MUMBAI,M
FILM INDIA,SUMATI PUBLICATIONS LTD.,MAH,MUMBAI,M
BULLETIN OF BUILDERS ASSOCIATION OF INDIA,BUILDERS ASSOCIATION OF INDIA,MAH,MUMBAI,M
JOURNAL OF THE INDIAN MEDICAL PROFESSION,"A MACRAE & CO (P) LTD,",MAH,MUMBAI,M
THE TEXTILE MONTHLY OF INDIA,M RAMESH,MAH,MUMBAI,M
INDIA AT 543 MEMBERS AT ITS BEST,Y2 NEWS & MEDIA PRIVATE LIMITED,MAH,MUMBAI,M
PRINTVISION INDIA,THE BOMBAY MASTER PRINTERS ASSOCIATION,MAH,MUMBAI,M
WOLLENS AND WORSTEDS OF INDIA,"C/O WOOL & WOOLLENS EXPORT PROMOTION COUNCIL,",MAH,MUMBAI,M
INDIAN MANAGEMENT,M/S BUSINESS INDIA,MAH,MUMBAI,M
INDIAN INSTITUTE OF PACKAGING NEWSLETTERS,M.R. SUBRAMANIAN,MAH,MUMBAI,M
MARINE ENGINEERS REVIEW (INDIA),THE INSTITUTE OF MARINE ENGINEERS (INDIA),MAH,MUMBAI,M
SIEMENS INDIA NEWS & VIEWS,SIEMENS ENGINEERING & MANUFACTURING CO. OFFICE INDIA LTD.,MAH,MUMBAI,M
PRINTCOM INDIA,M/S FACHPRESSE PUBLICATIONS PVT.LTD,MAH,MUMBAI,M
CRN INDIA,THE INDIAN EXPRESS PRIVATE LIMITED,MAH,MUMBAI,M
INDIAN MANAGEMENT TRENDS,SHRI G.F.LOBO,MAH,MUMBAI,M
FAUJI INDIA,ALLEGRO INFOMEDIA PVT. LTD.,MAH,MUMBAI,M
THE INDIAN JOURNAL OF SURGERY,ASSOCIATION OF SURGEONS OF INDIA,MAH,MUMBAI,M
ELECTRICAL INDIA,MAHADEVAN IYER,MAH,MUMBAI,M
PHILATELIC JOURNAL OF INDIA,PHILATELIC SOCIETY OF INDIA,MAH,MUMBAI,M
INDIAN CHEMICAL MANUFACTURER,SH. P. RAGHAVAN,MAH,MUMBAI,M
TEXMACH INDIA,S.P.KARAPURKAR,MAH,MUMBAI,M
INDIAN CUSTOMS GUARDIAN,SHAMIM AHMAD,MAH,MUMBAI,M
INDIA BOOK HOUSE NEWS,INDIA BOOK HOUSE,MAH,MUMBAI,M
INDIAN COTTON MILLS FEDERATION JOURNAL,INDIAN COTTON MILLS FEDERATION,MAH,MUMBAI,M
NRI OPPORTUNITIES INDIA,NRI PUBLICATIONS,MAH,MUMBAI,M
THE INDIAN & EASTERN ENGINEER,MAHINDRA AND MAHINDRA LIMITED,MAH,MUMBAI,M
INDIA BOOK HOUSE NEWS,MIRCHANDANI AND CO.,MAH,MUMBAI,M
INDIAN PANORAMA,MOHAN TRIMBAK BHARDE,MAH,MUMBAI,M
HOLIDAY INDIA REPORTER,UMA SHANKAR M.SRIVASTAVA,MAH,MUMBAI,M
THE INDIAN SAFETY ENGINEER,J. V. RAGHAVAN,MAH,MUMBAI,M
LOOK INDIA,RAMESH A. CHALLANEY,MAH,MUMBAI,M
INDIAN JOURNAL OF BIOCHEMIC MEDICINE,MAHARASHTRA PROGESSIVE BIOCHEMIC ASSOCIATION,MAH,MUMBAI,M
INDIA PROPERTY INSIDER,YO SPORTS MANAGEMENT PVT. LTD.,MAH,MUMBAI,M
RADIO TIMES OF INDIA,AJAI KODAKHAN PAL,MAH,MUMBAI,M
AUTOMOBILE MAGAZINE OF INDIA,N J HAMILTON,MAH,MUMBAI,M
INDIA HALCHAL,DILSHAD S. KHAN,MAH,MUMBAI,M
ONE INDIA ONE PEOPLE,SADANAND A SHETTY,MAH,MUMBAI,M
AUTO COMPONENTS INDIA,NEXT GEN PUBLISHING LIMITED,MAH,MUMBAI,M
THE INDIAN EXPORTER & IMPORTER,P. M. SHAH,MAH,MUMBAI,M
INDIAN JOURNAL OF OCCUPATIONAL HEALTH,BOMBAY BRANCH OF THE SOCIETY FOR THE STUDY OF INDUSTRIES MEDICINE,MAH,MUMBAI,M
INDIAN CHEMICAL ABSTRACT,PHIROZE S. JAL,MAH,MUMBAI,M
BROADCAST BULLETIN OF INDIA,M/S SAICOM TRADE FAIRS & EXHIBITIONS PVT LTD,MAH,MUMBAI,M
GRAFICA NEWS INDIA,BHARGAV MISTRY,MAH,MUMBAI,M
WOOL & WOOLLENS OF INDIA,INDIAN WOOLLEN MILLS FEDERATION,MAH,MUMBAI,M
INDIAN ELECTRICAL CONTRACTOR & TRADER,ELECTRICAL CONTRACTORS ASSOCIATION OF MAHARASHTRA,MAH,MUMBAI,M
MAYUR INDIA,SMT. KHAIRUNNISA TAMKEEN KAZI,MAH,MUMBAI,M
JOURNAL OF THE INDIAN DENTAL ASSOCIATION,INDIAN DENTAL ASSOCIATION (IDA),MAH,MUMBAI,M
INDIAN JOURNAL OF ANAESTHESIA,INDIAN SOCIETY OF ANAESTHESIOLOGISTS,MAH,MUMBAI,M
INDIA CRIME TIMES,CHANDRAKANT (ALIAS NANDU) HANUMAN CHAVAN,MAH,MUMBAI,M
INDIA BUSINESS JOURNAL,AMIT M.BRAHMABHATT,MAH,MUMBAI,M
"INDIAN CONSTRUCTION JOURNAL FOR THE INDIAN ARCHITECTURE, BUILDING AND CONSTRUCTION INDUSTRY",BUILDER'S ASSOCIATION OF INDIA,MAH,MUMBAI,M
BANK OF INDIA BULLETIN,BANK OF INDIA LTD.,MAH,MUMBAI,M
PAPER PRINT PACK INDIA,SOMNATH TIKKU,MAH,MUMBAI,M
JOURNAL OF INDIAN BIO SCIENTIFIC ASSOCIATION,INDIAN BOISCIENTIFIC ASSOCIATION,MAH,MUMBAI,M
INDIAN PUBLISHER AND BOOK SELLER,SADANAND BATKAL,MAH,MUMBAI,M
RUBBER INDIA,INDIAN RUBBER INDUSTRIES ASSOCIATION,MAH,MUMBAI,M
INDIAN MACHINE TOOLS JOURNAL,MENINE LARGO AFONSO,MAH,MUMBAI,M
JOURNAL OF THE INDIAN MERCHANTS CHAMBER,INDIAN MERCHANTS CHAMBER,MAH,MUMBAI,M
SOUL INDIA TIMES,SOUL INDIA FARMS PVT LTD,MAH,MUMBAI,M
EQUIPMENT INDIA,M/S ASAPP MEDIA PVT.LTD.,MAH,MUMBAI,M
INDIAN STEEL JOURNAL,THE IRON STEEL & HARDWARE MERCHANTS & MANUFACTURERS CHAMBER OF INDIA,MAH,MUMBAI,M
INDIAN ARCHITECT & BUILDER,JASUBHAI MEDIA PVT LTD.,MAH,MUMBAI,M
INDIAN CEMENT REVIEW,ASAPP MEDIA PVT. LTD.,MAH,MUMBAI,M
BUSINESS TRAVELLER INDIA,PANACEA PUBLISHING PVT. LTD.,MAH,MUMBAI,M
THE INDIAN BANKER,INDIAN BANKS' ASSOCIATION,MAH,MUMBAI,M
THE INDIAN TEXTILE MONITOR,MADAN GAUR,MAH,MUMBAI,M
INDIAN COUNCIL OF BASIC EDUCATION BULLETIN,INDINA COUNCIL OF BASIC EDUCATION,MAH,MUMBAI,M
JOURNAL OF THE INDIAN INSTITUTE OF ARCHITECTS,INDIAN INSTITUTE OF ARCHITECTS,MAH,MUMBAI,M
PLASTICS PROGRESS IN INDIA,GARWARE PLASTICS PVT LTD,MAH,MUMBAI,M
OK ! INDIA,VJM MEDIA PRIVATE LIMITED,MAH,MUMBAI,M
INDIAN ELECTRONICS SOURCE,JOUSHVA DHAS,MAH,MUMBAI,M
JOURNAL OF THE ASSOCIATION OF PHYSICANS OF INDIA,ASSOCIATION OF PHYSICIANS OF INDIA,MAH,MUMBAI,M
INDIAN WIRE INDUSTRY JOURNAL,A. H. DALAL,MAH,MUMBAI,M
BULLETIN OF THE ALL INDIA FEDERATION OF MASTER PTR,ALL INDIA FEDERATION OF MASTER PRINTERS,MAH,MUMBAI,M
TOUCHDOWN INDIA,HOMEBOUND PUBLICATION PVT. LTD.,MAH,MUMBAI,M
DISNEY ADVENTURES INDIA,INFOMEDIA INDIA LIMITED,MAH,MUMBAI,M
NATIONAL GEOGRAPHIC TRAVELLER INDIA,AMAR CHITRA KATHA PRIVATE LIMITED,MAH,MUMBAI,M
BIKE INDIA,NEXT GEN PUBLISHING PVT. LTD.,MAH,MUMBAI,M
CARPET INDIA,RAJU V. CHANDRAN,MAH,MUMBAI,M
THE INDIAN AUTO JOURNAL,BUSINESS PRESS PVT. LTD.,MAH,MUMBAI,M
STATE BANK OF INDIA MANTHLI REVIEW,"STATE BANK OF INDIA, MUMBAI",MAH,MUMBAI,M
CAR INDIA,NEXT GEN PUBLISHING PVT. LTD.,MAH,MUMBAI,M
INDIAN SILK,CENTRAL SILK BOARD,MAH,MUMBAI,M
INDIAN STEEL JOURNAL,STEEL MERCHANTS EDUCATION AND CHARITABLE SOCIETY,MAH,MUMBAI,M
COOLING INDIA,CHARY PUBLICATIONS PVT.LTD.,MAH,MUMBAI,M
WESTERN INDIA CHARTERED ACCOUNTANTS NEWSLETTER,WESTERN INDIA REGIONAL COUNCIL OF THE INSTITUTE OF CHARTERED ACCOUNTANTS OF INDIA,MAH,MUMBAI,M
AUTO INDIA,M/S BUSINESS INDIA,MAH,MUMBAI,M
INDIAN DON,PRASAD DASHRATH PAWAR,MAH,MUMBAI,M
TRAVEL GAZETTE INDIA,ITP PUBLISHING INDIA PRIVATE LIMITED,MAH,MUMBAI,M
SEVENTEEN INDIA,APRICOT PUBLICATION PVT. LTD.,MAH,MUMBAI,M
INDIAN ELECTRICAL INDUSTRY,POPATLAL K. PARMAR,MAH,MUMBAI,M
HOME PERSONAL & INSTITUTIONAL CARE INDIA,SEVAK PUBLICATIONS PRIVATE LIMITED,MAH,MUMBAI,M
INDIAN JOURNAL OF CRITICAL CARE MEDICINE,INDIAN SOCIETY OF CRITICAL CARE MEDICINE,MAH,MUMBAI,M
ELECTOR INDIA,CHOTUBHAI R. CHANDARANA,MAH,MUMBAI,M
INDIAN JAYCEES NEWS,KISHOR KUMAR KUTHYAR,MAH,MUMBAI,M
RESERVE BANK OF INDIA BULLETIN ABRIDGE EDITION,RESERVE BANK OF INDIA,MAH,MUMBAI,M
INSURANCE INDIA,LIFE INSURANCE AGENTS FEDERATION OF INDIA,MAH,MUMBAI,M
RESERVE BANK OF INDIA BULLETIN,RESERVE BANK OF INDIA,MAH,MUMBAI,M
T &D INDIA,ABHISHEK SURESH MISHRA,MAH,MUMBAI,M
INDIAN ELECTRICAL NEWS,C. K. CHOKSI & A.K. CHOKSI,MAH,MUMBAI,M
INDIAS STAMP JOURNAL,JAL COOPER,MAH,MUMBAI,M
INDIA SAUDI ARABIA BILATERAL,ABDUS SAMI BUBERE,MAH,MUMBAI,M
POPULAR SCIENCE INDIA,NEXT GEN PUBLISHING LIMITED,MAH,MUMBAI,M
JCI INDIA CHALLENGE,JUNIOR CHAMBER INTERNATIONAL INDIA,MAH,MUMBAI,M
THE EAST INDIAN JOURNAL,TRUSTEES OF THE BOMBAY EAST INDIAN ASSOCIATION,MAH,MUMBAI,M
SCREEN PRINT INDIA,ADITYA PUBLICATIONS,MAH,MUMBAI,M
TOOLING INDIA AGE,DR. DION FERNANDES,MAH,MUMBAI,M
THE ACTUARY INDIA,INSTITUTE OF ACTUARIES OF INDIA,MAH,MUMBAI,M
INDIAN URBAN INFRASTRUCTURE REVIEW,BALKRISHNAN NAIR,MAH,MUMBAI,M
SAFE INDIA,MUNNALAL PYRELAL UPADHYAY,MAH,MUMBAI,M
STUFF INDIA,HAYMARKET SAC PUBLISHING (INDIA) PVT. LTD.,MAH,MUMBAI,M
PROPERTY INDIA,VIMLESH KUMAR SINGH,MAH,MUMBAI,M
CLEAN INDIA JOURNAL,VIRTUAL INFO SYSTEMS PVT. LTD.,MAH,MUMBAI,M
VOGUE INDIA,CONDE NAST INDIA PVT. LTD.,MAH,MUMBAI,M
CINEMA IN INDIA,N.F.D.C. LTD.,MAH,MUMBAI,M
INDIAN SYNTHETIC RAYON ISR,"THE SILK & RAYON TEXTILES EXPORT PROMOTION COUNCIL,",MAH,MUMBAI,Q
THE INDIAN JOURNAL OF RADIOLOGY AND IMAGING,THE INDIAN RADIOLOGICAL AND IMAGING ASSOCIATION,MAH,MUMBAI,Q
THE INDIAN ECONOMIC JOURNAL,INDIAN ECONOMIC ASSOCIATION,MAH,MUMBAI,Q
INDIAN STUD STABLE THE INDIAN THOROUGH BRED,MARY BALTAYAR,MAH,MUMBAI,Q
THE INDIAN JOURNAL OF OCCUPATIONAL THERAPY,KAMALA V. NUMBKAR,MAH,MUMBAI,Q
JOURNAL OF THE OIL TECHNOLOGISTS ASSOC. OF INDIA,OIL TECHNOLOGISTS ASSOCIATION OF INDIA,MAH,MUMBAI,Q
INDIAWALI BRIDES,OGAAN PUBLICATION P. LTD,MAH,MUMBAI,Q
TOURIST TRADE OF INDIA,PHILLIP MYABOO,MAH,MUMBAI,Q
INDIA TODAY & TOMORROW,V J JOSEPH,MAH,MUMBAI,Q
JEWELLERS OF INDIA,GOVIND SITARAM SHARMA,MAH,MUMBAI,Q
POETRY INDIA,NISSIM EZEKIEL,MAH,MUMBAI,Q
MARWAR INDIA,AMISHI DHANUKA,MAH,MUMBAI,Q
INDIAN JOURNAL OF NEUROSURGERY,NEUROLOGICAL SURGEONS SOCIETY OF INDIA,MAH,MUMBAI,Q
INDIAN JOURNAL OF MEDICAL AND PAEDIATRIC ONCOLOGY,INDIAN SOCIETY OF MEDICAL AND PAEDIATRIC ONCOLOGY,MAH,MUMBAI,Q
JOURNAL OF INDIAN ASSOCIATION OF PUBLIC HEALTH DENTISTRY,INDIAN ASSOCIATION OF PUBLIC HEALTH DENTISTRY,MAH,MUMBAI,Q
INDIAN JOURNAL OF OCCUPATIONAL AND ENVIRONMENT MEDICINE,INDIAN ASSOCIATION OCCUPATIONAL HEALTH,MAH,MUMBAI,Q
INDIAN SILK JOURNAL,"CENTRAL SILK BOARD, MUMBAI",MAH,MUMBAI,Q
WASTE RECYCLING INDIA,VIRTUAL INFO SYSTEM PVT LIMITED,MAH,MUMBAI,Q
GOLDEN INDIA,SONU KUMAR GIRI,MAH,MUMBAI,Q
BULLETIN OF THE INDIAN FEDERATION OF CATHOLIC MEDICAL GUILDS,INDIAN FEDERATION OF CATHOLIC MEDICAL GUILDS,MAH,MUMBAI,Q
INDIAN SILK AND RAYON,SILK AND RAYON TEXTILE EXPORT PROMOTION COUNCIL,MAH,MUMBAI,Q
THE JOURNAL OF THE COMPUTER SOCIETY OF INDIAN,THE COMPUTER SOCIETY OF INDIA,MAH,MUMBAI,Q
HEART INDIA,HEART INDIA CHARITABLE TRUST,MAH,MUMBAI,Q
JOURNAL OF INDIAN SOCIETY OF PEDODONTICS AND PREVENTIVE DENTISTRY,INDIAN SOCIETY OF PEDODONTICS AND PREVENTIVE DENTISTRY,MAH,MUMBAI,Q
INDIAN NUCLEAR SOCIETY NEWS,INDIAN NUCLEAR SOCIETY,MAH,MUMBAI,Q
INDIAN AVIATION CIVIL & MILITARY,INDIAN AVIATION NEWS SERVICE PVT. LTD.,MAH,MUMBAI,Q
AIRCONDITIONING &REFRIGERATION IN INDIA,COMMERCIAL & TECHNICAL PUBLICATIONS,MAH,MUMBAI,Q
INDIAN JOURNAL OF SECIAL WORK,TATA INSTITUTE OF SOCIAL SCIENCES,MAH,MUMBAI,Q
INDIAN JOURNAL OF PAEDIATRIC DERMATOLOGY,INDIAN SOCIETY OF PAEDIATRIC DERMATOLOGY,MAH,MUMBAI,Q
QUARTERLY JOURNAL OF INDIAN STUDIES IN SOCIAL SCI,MANAS RANJAN SINHA,MAH,MUMBAI,Q
ATLAS COPCO INDIAN AIR COMMENTS,ATLAS COPCO (INDIA) PVT LTD.,MAH,MUMBAI,Q
CINEMA VISION INDIA,FILM SUBURVAN (A FILM SOCIETY),MAH,MUMBAI,Q
GODFREY PHILLIPS INDIA LIMITED NEWS LETTER,"GODFREY PHILLIPS INDIA LTD, MUMBAI",MAH,MUMBAI,Q
BANK OF INDIA HOUSE JOURNAL,THE BANK OF INDIA LTD.,MAH,MUMBAI,Q
INDIAN JOURNAL OF HOMOEOPATHIC MEDICINE,THE HOMOEPATHIC EDUCATION SOCIETY,MAH,MUMBAI,Q
FORBES LIFE INDIA,DIGITAL18 MEDIA LIMITED,MAH,MUMBAI,Q
THE INDIAN JOURNAL OF AGRICULTURAL ECONOMICS,THE INDIAN SOCIETY OF AGRICULTURAL ECONOMICS,MAH,MUMBAI,Q
INDIAN PUMPS,INDIAN PUMPS MANUFACTURERS ASSOCIATION,MAH,MUMBAI,Q
COI INDIA,COLGATE PALMOLIVE (INDIA) LTD,MAH,MUMBAI,Q
LUBE INDIA NEWS,"LUBE INDIA LTD., MUMBAI",MAH,MUMBAI,Q
MEDICAL CLINICS OF INDIA,DR.SUNIL KISHANRAO,MAH,MUMBAI,Q
KAZAKH INDIAN BUSINESS,EKTA BHARGAVA,MAH,MUMBAI,Q
JOURNAL OF THE INDIAN STATISTICAL ASSOCIATION,INDIAN STATISTICAL ASSOCIATION,MAH,MUMBAI,Q
WORLD WILDLIFE FUND INDIA NEWS LETTER,WORLD WILD LIFE FUND INDIA (TRUST),MAH,MUMBAI,Q
INDIAN JOURNAL OF SECULARISM,CENTRE FOR STUDY OF SOCIETY AND SECULARISM,MAH,MUMBAI,Q
THE ART NEWS MAGAZINE OF INDIA,ART INDIA PUBLISHING COMPANY PVT LTD,MAH,MUMBAI,Q
THE JOURNAL OF INSURANCE INSTITUTE OF INDIA,INSURANCE INSTITUTE OF INDIA,MAH,MUMBAI,Q
INDIAN JOURNAL OF PATHOLOGY AND BACTERIA BIOLOGY,INDIAN ASSOCIATION OF PATHOLOGISTS,MAH,MUMBAI,Q
INDIAN TOOL & SMALL TOOLS,THE INDIAN TOOL MANUFACTURERS LTD.,MAH,MUMBAI,Q
NEUROLGY INDIA,NEUROLOGIEAL SOCIETY OF INDIA,MAH,MUMBAI,Q
CINEMA INDIA INTERNATIONAL,CINEMA INDIA INTERNATIONAL,MAH,MUMBAI,Q
INDIAN ENERGY ABSTRACTS,TATA ENERGY RESEARCH INSTITUTE,MAH,MUMBAI,Q
INDIAN JOURNAL OF SOCIAL PSYCHIATRY IASP,INDIAN ASSOCIATION FOR SOCIAL PSYCHIATRY,MAH,MUMBAI,Q
NEWSLETTER OF ALL INDIA DRUGS CONTROL OFFICERS CONFEDERATION,ALL INDIA DRUGS CONTROL OFFICERS CONFEDERATION,MAH,MUMBAI,Q
INDIAN JOURNAL OF MEDICAL ETHICS,FORUM FOR MEDICAL ETHICS SOCIETY,MAH,MUMBAI,Q
ALL INDIA FEDERATION OF TAX PRACTITIONERS JOURNAL,ALL INDIA FEDERATION OF TAX PRACTITIONERS,MAH,MUMBAI,Q
INDIAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,VASCULAR SOCIETY OF INDIA,MAH,MUMBAI,Q
INDIAN JOURNAL OF HAEMATOLOGY & BLOOD TRANSFUSION,INDIAN SOCIETY OF HEMATOLOGY BLOOD TRANSFUSION,MAH,MUMBAI,Q
BULLETIN OF THE ASTRONOMICAL SOCIETY OF INDIA,"ASTRONOMICAL SOCIETY OF INDIA, OSMANIA UNIVERSITY, HYDERABAD,",MAH,MUMBAI,Q
THE VISION INDIA COMMUNICATIONS,DR. AMITABH,MAH,MUMBAI,Q
LEISURE INDIA,LEISURE INDIA PUBLICATIONS PVT LTD,MAH,MUMBAI,Q
OPTICA INDIA,FEDERATION OF ALL INDIA OPTICAL ASSOCIATIONS,MAH,MUMBAI,Q
PEDIATRICS CLINICS OF INDIA,VASANT BALAJI.ATHAVALE,MAH,MUMBAI,Q
PACKAGING INDIA,INDIAN INSTITUTE OF PACKAGING,MAH,MUMBAI,Q
JOURNALIST INDIA,RANG REKHA FEATURES PVT. LTD.,MAH,MUMBAI,Q
BULLETIN OF INDIAN VACUM SOCIETY,INDIAN VACUUM SOCIETY,MAH,MUMBAI,Q
INDIAN EDUCATION SOCIETY'S ADARSH GURUKUL,INDIAN EDUCATION SOCIETY,MAH,MUMBAI,Q
INDIAN CONFERENCE OF SOCIAL WORK NEWS LETTER,INDIAN CONFERENCE OF SOCIAL WORK,MAH,MUMBAI,Q
THE BEAUTY OF INDIAN SCREEN,KISHORE KUMAR JAYANTILAL CHANGANI,MAH,MUMBAI,Q
INDIAN JOURNAL OF MEDICAL MICROBIOLOGY,INDIAN ASSOCIATION OF MEDICAL MICROBIOLOGY,MAH,MUMBAI,Q
LUBRICANTS INDIA,ANISH R.MEHTA,MAH,MUMBAI,Q
INDIAN PROSTHODONTIC SOCIETY THE JOURNAL,INDIAN PROSTHODONTIC SOCIETY,MAH,MUMBAI,Q
INDIA GROUP NEWS,C.J.G. MATHUR,MAH,MUMBAI,Q
BULLETIN OF THE INDIAN FEDERATION OF MEDICAL GUILDS,INDIAN FEDERATION OF MEDICAL GUILDS,MAH,MUMBAI,Q
FILM INDIA WORLDWIDE,CONFEDERATION OF INDIAN INDUSTRY,MAH,MUMBAI,Q
ART INDIA THE ART NEWS MAGAZINE OF INDIA,ART INDIA PUBLISHING COMPANY PRIVATE LIMITED,MAH,MUMBAI,Q
INDIA REVIEW,SHAMIUN NISHA,MAH,MUMBAI,Q
INDIAN JOURNAL OF PLASTIC SURGERY,ASSOCIATION OF PLASTIC SURGEONS OF INDIA,MAH,MUMBAI,THY
INDIAN JOURNAL OF HUMAN GENETICS,INDIAN SOCIETY OF HUMAN GENETICS,MAH,MUMBAI,THY
INDIA LOCAL,ARINDAM BANERJEE,MAH,MUMBAI,W
INDIA SAMRAT,BALU APPA PANDIT,MAH,MUMBAI,W
TENDER INDIA,MODI PRINTS,MAH,MUMBAI,W
THE ALL INDIA EXPORTER'S CHAMBER BULLETIN,THE ALL INDIA EXPORTER'S CHAMBER,MAH,MUMBAI,W
ARISE INDIA,MANSUKHLAL MEHTA,MAH,MUMBAI,W
INDIAN MASS NEWS,SHAIKH MOHD. ALIM,MAH,MUMBAI,W
BOX OFFICE INDIA,SELECT PUBLISHING COMPANY,MAH,MUMBAI,W
SUMMER INDIA NEWS,RIZWAN SHAIKH,MAH,MUMBAI,W
INDIA AAJ TAK,HABIB AHMED PATEL,MAH,MUMBAI,W
INDIA SAMRAT,BALU APPA PANDIT,MAH,MUMBAI,W
VARIETY INDIA,M.S.N. DESAI,MAH,MUMBAI,W
INDIAN COTTON AND TEXTILE NEWS,P. MANAVALAN,MAH,MUMBAI,W
BANK OF INDIA WEEKLY ECONOMIC SURVEY,THE BANK OF INDIA LTD,MAH,MUMBAI,W
INDIAN FASTTRACK,ISMAIL KASIM SHAIKH,MAH,MUMBAI,W
THE INDIAN TURF PHOTOS SPECIAL,ARCHANA S. GUPTA,MAH,MUMBAI,W
INDIA SPEECH,FATEH AHMED KHAN,MAH,MUMBAI,W
THE ILLUSTRATED WEEKLY OF INDIA,BANNET COLEMAN AND CO LTD,MAH,MUMBAI,W
INDIA INSAF TIMES,RAMESH KUMAR SHRIVASTAVA,MAH,MUMBAI,W
NEWS INDIA,NEWS INDIA PRINTS AND MEDIA PVT. LTD.,MAH,MUMBAI,W
FILMNEWS OF INDIA,KRISHAN KUMAR BHATIA,MAH,MUMBAI,W
POLYMER INDIA,SEVAK PUBLICATIONS,MAH,MUMBAI,W
RESERVE BANK OF INDIA BULLETIN WEEKLY SATISTICAL SUPPLEMENT,RESERVE BANK OF INDIA,MAH,MUMBAI,W
SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO. LTD.",MAH,MUMBAI,W
THE INDIAN LEAGUE,MEMON ABDUL RAGAK MO,MAH,MUMBAI,W
INDIA SAMRAT,BALU APPA PANDIT,MAH,MUMBAI,W
THE INDIAN MUSLIM TIMES,ABDUL GAFFAR HUSSAIN RIZVI,MAH,MUMBAI,W
INDIAN EXPRESS TENDERS,INDIAN EXPRESS NEWSPAPERS PVT LTD,MAH,MUMBAI,W
HAPYAY INDIA,OPTIMINASTIC INFOMEDIA PRIVATE LIMITED,MAH,MUMBAI,W
ALL INDIA TENDERS WEEKLY BULLETIN,INDUSTRIAL MARKETING ORGANISATION,MAH,MUMBAI,W
INDIAN MONITOR,JANSEVA TRUST,MAH,MUMBAI,W
INDIAN TIMES REVIEW,AFZAL HUSSIAN ANSARI,MAH,MUMBAI,W
ASSIGNMENTS IN INDIA - THE ACCESS,AISHWARYA PUBLICATIONS PVT.LTD.,MAH,MUMBAI,W
METRO INDIA,MANOJ KUMAR KAMALA PRASAD YADAV,MAH,MUMBAI,W
INDIA WEEK THE NATIONAL NEWS MAGAZINE,ASHOK HOTCHAND ADVA,MAH,MUMBAI,W
THE UNITY OF INDIA,SURESH SAKHARAM GORE,MAH,MUMBAI,W
INDIAN LOTTERY,LAHORI RAM SHARMA AND GURDIAL SINGH MASTER,MAH,MUMBAI,W
ALL INDIA BRIGADE,RAFIQ MUNNAWAR SHAIKH,MAH,MUMBAI,W
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD.",MAH,NAGPUR,D
THE INDIAN EXPRESS,THE INDIAN EXPRESS (PVT.) LIMITED,MAH,NAGPUR,DS
INDIAN POWER WORKER,ALL INDIA FEDERATION OF ELECTRICITY EMPLOYES,MAH,NAGPUR,F
FIRE TECHNOLOGY INDIA,"NATIONAL FIRE SERVICE COLLEGE, NAGPUR",MAH,NAGPUR,HY
THE NORTH INDIAN VISION,P.J.THOMAS,MAH,NAGPUR,M
ALL INDIA HIGH COURT CASES,ALL INDIA REPORTER LTD.,MAH,NAGPUR,M
ALL INDIA REPORTER,ALL INDIA REPORTER PVT. LTD.,MAH,NAGPUR,M
HONEST AND TRUTH NEWS INDIA,IRFAN KHAN ISTAK KHAN PATHAN,MAH,NAGPUR,M
THE INDIAN MEDICINE PERIODICAL,VIRENDRA KESHAV SHAH,MAH,NAGPUR,M
INDIAN ASSN FOR WATER POLLUTION CONTROL NEWSLETTER,INDIAN ASSOCIATION FOR WATER POLLUTION CONTROL,MAH,NAGPUR,M
THE APOSTOLIC HERALD INDIA,NEW APOSTOLIC CHURCH OF INDIA,MAH,NAGPUR,M
RIGHT INDIA,SHREEKANT R. PANDEY,MAH,NAGPUR,W
THE SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",MAH,NAGPUR,W
INDIAN GANGASAGAR,GANGASAGAR NAGORAO GUNAJI,MAH,NANDED,F
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",MAH,NASHIK,DS
ALL INDIA CO OPERATIVE TRIBUNAL JOURNAL,NASHIK LAW HOUSE,MAH,NASHIK,M
INDIAN JOURNAL OF TRANSFUSION MEDICINE,NANDKISHOR KANTILAL TATED,MAH,NASHIK,M
INDIAN FRIEND,SHASHI KUMAR D. JAIN,MAH,NASHIK,M
THE SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",MAH,NASHIK,W
INDIAN NIRBHID,RAJARAM SHANKAR JADHAV,MAH,NASHIK,W
INDIA DARPAN,GAUTAM MOHANLAL SANCHETI,MAH,NASHIK,W
KAMGAR PATRAK GOVT OF INDIA PRESS NASIK,RASHTRIYA PRESS KAMGAR UNION,MAH,NASIK,Q
